Sample_Name;COSMIC_ID;Cancer_Type;Microsatellite_Instability_Status;Screen_Medium;Growth_Properties
EN;1240127;UCEC;MSS/MSI-L;R;Adherent
ESS-1;907000;;MSS/MSI-L;R;Adherent
HEC-1;907051;UCEC;MSI-H;D/F12;Adherent
KLE;924187;UCEC;MSS/MSI-L;D/F12;Adherent
MFE-280;908129;UCEC;MSS/MSI-L;D/F12;Adherent
MFE-296;908130;UCEC;MSI-H;D/F12;Adherent
MFE-319;1240174;UCEC;MSI-H;D/F12;Adherent
SNG-M;909735;UCEC;MSI-H;D/F12;Adherent
A2780;906804;UNABLE TO CLASSIFY;MSS/MSI-L;R;Semi-Adherent
Caov-4;949090;OV;MSS/MSI-L;D/F12;Adherent
EFO-21;911905;OV;MSS/MSI-L;R;Adherent
EFO-27;906852;;MSI-H;R;Adherent
ES-2;1240128;;MSS/MSI-L;R;Adherent
FU-OV-1;1240129;OV;MSS/MSI-L;D/F12;Adherent
IGROV-1;905968;OV;MSI-H;R;Adherent
JHOS-2;1479995;OV;MSS/MSI-L;D/F12;Adherent
JHOS-3;1480358;OV;MSS/MSI-L;D/F12;Adherent
JHOS-4;1480359;OV;MSS/MSI-L;D/F12;Adherent
KGN;924186;;MSS/MSI-L;D/F12;Adherent
KURAMOCHI;909975;UNABLE TO CLASSIFY;MSS/MSI-L;R;Adherent
OAW-28;946360;OV;MSS/MSI-L;D/F12;Adherent
OAW-42;910548;OV;MSS/MSI-L;D/F12;Adherent
OC-314;909257;OV;MSI-H;R;Adherent
OV-17R;1480361;OV;MSS/MSI-L;D/F12;Adherent
OV-56;1480362;OV;MSS/MSI-L;D/F12;Adherent
OV-7;1480360;OV;MSS/MSI-L;D/F12;Adherent
OV-90;1240197;OV;MSS/MSI-L;D/F12;Adherent
OVCA420;1480364;OV;MSS/MSI-L;D/F12;Adherent
OVCAR-3;905933;OV;MSS/MSI-L;R;Adherent
OVCAR-4;905990;OV;MSS/MSI-L;R;Adherent
OVCAR-5;905969;OV;MSS/MSI-L;R;Adherent
OVCAR-8;905991;OV;MSS/MSI-L;R;Adherent
OVISE;1240198;OV;MSS/MSI-L;R;Adherent
OVK-18;1480371;OV;MSI-H;D/F12;Adherent
OVKATE;1240199;OV;MSS/MSI-L;R;Adherent
OVMIU;1240200;OV;MSS/MSI-L;R;Adherent
OVTOKO;1298365;OV;MSS/MSI-L;R;Adherent
PA-1;909255;;MSS/MSI-L;D/F12;Adherent
PEO1;1480372;OV;MSS/MSI-L;R;Adherent
RKN;1298539;;MSS/MSI-L;D/F12;Adherent
RMG-I;909699;;MSS/MSI-L;D/F12;Adherent
SK-OV-3;905959;OV;MSI-H;R;Adherent
SW626;909753;OV;MSS/MSI-L;D/F12;Adherent
TOV-112D;1299070;OV;MSS/MSI-L;D/F12;Adherent
TOV-21G;1240222;OV;MSI-H;D/F12;Adherent
TYK-nu;909774;UNABLE TO CLASSIFY;MSS/MSI-L;D/F12;Adherent
UWB1.289;1480374;OV;MSS/MSI-L;D/F12;Adherent
22RV1;924100;PRAD;MSI-H;R;Adherent
BPH-1;924105;;MSS/MSI-L;R;Adherent
DU-145;905935;PRAD;MSI-H;D/F12;Adherent
LNCaP-Clone-FGC;907788;PRAD;MSI-H;R;Adherent
PC-3;905934;PRAD;MSS/MSI-L;D/F12;Adherent
PWR-1E;1330993;PRAD;MSS/MSI-L;D/F12;Adherent
VCaP;1299075;PRAD;MSS/MSI-L;D/F12;Adherent
NCCIT;908441;;MSS/MSI-L;R;Adherent
NEC8;910942;;MSS/MSI-L;R;Adherent
NTERA-2 cl.D1;908454;;MSS/MSI-L;D/F12;Adherent
JAR;907175;;MSS/MSI-L;R;Adherent
JEG-3;907176;;MSS/MSI-L;D/F12;Adherent
SW954;924247;;MSS/MSI-L;D/F12;Adherent
SW962;909758;;MSS/MSI-L;D/F12;Adherent
MES-SA;908127;;MSS/MSI-L;R;Adherent
SKN;1240215;;MSS/MSI-L;D/F12;Adherent
DMS-79;753551;SCLC;;R;Suspension
CMK;910566;LAML;MSS/MSI-L;R;Suspension
NB-4;1323913;LAML;MSS/MSI-L;R;Suspension
MHH-CALL-4;908133;;MSS/MSI-L;R;Suspension
BC-3;910918;DLBC;MSS/MSI-L;R;Suspension
HT;907063;DLBC;MSI-H;R;Suspension
JM1;1327768;DLBC;MSS/MSI-L;D/F12;Suspension
BONNA-12;906695;;MSS/MSI-L;R;Suspension
ES6;949157;;MSS/MSI-L;R;Adherent
MHH-ES-1;908134;;MSS/MSI-L;R;Adherent
DIFI;1789883;COAD/READ;MSS/MSI-L;D/F12;Adherent
NCI-H508;908442;COAD/READ;MSS/MSI-L;R;Semi-Adherent
SNU-283;1659929;COAD/READ;MSS/MSI-L;R;Adherent
SW620;905962;COAD/READ;MSS/MSI-L;D/F12;Adherent
JHH-2;1240157;LIHC;MSS/MSI-L;D/F12;Adherent
JHH-4;1240158;LIHC;MSS/MSI-L;D/F12;Adherent
RCC-JF;1524415;KIRC;MSS/MSI-L;D/F12;Adherent
SW156;1240220;KIRC;MSS/MSI-L;D/F12;Adherent
HOP-62;905972;LUAD;MSS/MSI-L;R;Adherent
NCI-H1437;687794;LUAD;MSS/MSI-L;R;Adherent
PC-3 [JPC-3];1240202;LUAD;MSS/MSI-L;D/F12;Adherent
NCI-H740;1331055;SCLC;MSS/MSI-L;R;Suspension
COR-L95;1297439;SCLC;MSS/MSI-L;R;Adherent
HCC-33;1303901;SCLC;MSS/MSI-L;R;Adherent
NCI-H128;753597;SCLC;MSS/MSI-L;R;Suspension
NCI-H1304;753599;SCLC;MSS/MSI-L;D/F12;Suspension
NCI-H2081;908480;SCLC;MSS/MSI-L;D/F12;Suspension
NCI-H2171;688015;SCLC;MSS/MSI-L;D/F12;Suspension
-77 SHP;724872;SCLC;MSS/MSI-L;R;Semi-Adherent
SW1271;1299062;SCLC;MSS/MSI-L;D/F12;Adherent
D-423MG;946372;GBM;MSS/MSI-L;D/F12;Adherent
KP-N-RT-BM-1;924189;NB;MSS/MSI-L;R;Semi-Adherent
KP-N-YS;946363;NB;MSS/MSI-L;R;Adherent
MC-IXC;908118;NB;MSS/MSI-L;D/F12;Adherent
COLO-783;1240125;SKCM;MSS/MSI-L;R;Adherent
CP67-MEL;949092;SKCM;MSS/MSI-L;D/F12;Adherent
Hs633T;1240149;;MSS/MSI-L;D/F12;Adherent
KMH-2;1298167;THCA;MSS/MSI-L;R;Adherent
OMC-1;949154;CESC;MSS/MSI-L;D/F12;Adherent
RL95-2;930082;;MSI-H;D/F12;Adherent
Caov-3;906825;OV;MSS/MSI-L;D/F12;Adherent
DOV13;1479987;OV;MSS/MSI-L;D/F12;Adherent
Hey;1479988;OV;MSS/MSI-L;R;Adherent
NCI-H660;1330975;;MSS/MSI-L;D/F12;Suspension
JHU-029;1298156;HNSC;;R;Adherent
SCC90;1299052;HNSC;;R;Adherent
MOLM-16;1330948;LAML;;R;Suspension
OCI-LY7;1659819;DLBC;;D/F12;Suspension
KMS-11;1659817;MM;;R;Suspension
CHSA0011;1290767;;;R;Adherent
CHSA0108;1290768;;;R;Adherent
JIMT-1;1298157;BRCA;;D/F12;Adherent
CL-34;1290771;COAD/READ;;D/F12;Adherent
VMRC-LCD;713869;LUAD;;D/F12;Adherent
K2;1298160;SKCM;;D/F12;Adherent
STS-0421;1299061;;;R;Adherent
MY-M12;1330960;ALL;MSS/MSI-L;R;Suspension
TALL-1;909762;ALL;MSS/MSI-L;R;Suspension
NK-92MI;1330981;;MSS/MSI-L;D/F12;Suspension
MDA-MB-175-VII;908120;BRCA;MSS/MSI-L;D/F12;Adherent
YMB-1-E;1303911;BRCA;MSS/MSI-L;R;Adherent
VMRC-RCW;1240224;KIRC;MSS/MSI-L;R;Adherent
NCI-H460;905943;;MSS/MSI-L;R;Adherent
RERF-LC-FM;930081;SCLC;MSS/MSI-L;R;Suspension
D-245MG;946366;GBM;MSS/MSI-L;D/F12;Adherent
Hs939-T;1298144;SKCM;MSS/MSI-L;D/F12;Adherent
VMRC-MELG;930301;SKCM;MSS/MSI-L;D/F12;Adherent
OVCA433;1480367;OV;MSS/MSI-L;D/F12;Adherent
TMK-1;1299069;STAD;;R;Adherent
KP-2;1298218;PAAD;;D/F12;Adherent
KO52;1330932;LAML;MSS/MSI-L;D/F12;NA
SC-1;1331030;DLBC;MSS/MSI-L;R;NA
U-CH2;1503373;;MSS/MSI-L;D/F12;Adherent
